Real;Evento;año;mes;Tipo de Evento;Origen;N.º Cámara;Cámaras;Direccion 0;Direccion;Resultado;CIUDAD;PROVINCIA;PAIS;ENLACE;Longitud y Latitud;estado_coordenada
1605;1;2024;1;Robo/Hurto Automotor;CATE 911;700;CON;Avenida Independencia;Brown Almirante;Hallazgo Automotor;Mar del Plata;Buenos Aires;Argentina;Avenida Independencia y Brown Almirante ;-57.5569,-38.00126;ok
1669;1;2024;1;Robo/Hurto Automotor;CATE 911;298;CON;Calabria;Luis Dellepiane;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Calabria y Luis Dellepiane ;-57.5849601,-38.037389;ok
1688;1;2024;1;Robo/Hurto Automotor;CATE 911;413;CON;Termas De Rio Hondo;Brown Almirante;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Termas De Rio Hondo y Brown Almirante ;-57.6005163,-37.978019;PENDIENTE_GEOCODIFICAR
1713;1;2024;1;Robo/Hurto Automotor;CATE 911;111;CON;Rivadavia;Mitre Bartolome;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Rivadavia y Mitre Bartolome ;-57.5455517,-38.001270;PENDIENTE_GEOCODIFICAR
1729;1;2024;1;Robo/Hurto Automotor;CATE 911;123;CON;Avenida Juan B. Justo;Arturo Alio;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Avenida Juan B. Justo y Arturo Alio ;-57.60815409999926,-37.991080827728474;corregido_manual
1736;1;2024;1;Robo/Hurto Automotor;CATE 911;262;CON;Brandsen;Avenida Patricio Peralta Ramos;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Brandsen y Avenida Patricio Peralta Ramos ;-57.5449623,-37.9855982;corregido_automatico
1792;1;2024;1;Robo/Hurto Automotor;CATE 911;5009;SIN;Termas De Rio Hondo;Esteban Gascon;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Termas De Rio Hondo y Esteban Gascon ;-57.60247,-37.98042;ok
1900;1;2024;1;Robo/Hurto Automotor;ANILLO DIGITAL;367;CON;Viamonte;San Lorenzo;Se Realiza Seguimiento del Evento;Mar del Plata;Buenos Aires;Argentina;Viamonte y San Lorenzo ;-57.5415973,-38.0190181;corregido_automatico
1929;1;2024;1;Robo/Hurto Automotor;CATE 911;624;CON;Juana Manso;Juan Bautista Azopardo;Hallazgo Automotor;Mar del Plata;Buenos Aires;Argentina;Juana Manso y Juan Bautista Azopardo ;-57.580003828831664,-38.02920632339335;corregido_manual
1948;1;2024;1;Robo/Hurto Automotor;CATE 911;544;CON;Belgrano;La Rioja;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Belgrano y La Rioja ;-57.55215151644766,-37.998913808017754;corregido_paso1_cruce_interno
2022;1;2024;1;Robo/Hurto Automotor;CATE 911;596;CON;Avenida Pedro Luro;Avenida Independencia;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Avenida Pedro Luro y Avenida Independencia ;-57.5523021,-37.9955494;corregido_automatico
2033;1;2024;1;Robo/Hurto Automotor;CATE 911;390;CON;Avenida Vertiz;Casildo Villar;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Avenida Vertiz y Casildo Villar ;-57.58203538946041,-38.02628574663682;corregido_paso1_cruce_interno
2108;1;2024;1;Robo/Hurto Automotor;CATE 911;129;CON;Don Bosco;Rawson;Persecucion Y Perdida;Mar del Plata;Buenos Aires;Argentina;Don Bosco y Rawson ;-57.57554,-37.99631;corregido_paso1_cruce_interno
2114;1;2024;1;Robo/Hurto Automotor;CATE 911;562;CON;Avenida Juan Hector Jara;Alvarado Rudecindo;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Avenida Juan Hector Jara y Alvarado Rudecindo ;-57.579502550242424,-37.99761105596479;corregido_manual
2150;1;2024;1;Robo/Hurto Automotor;CATE 911;348;CON;Gaboto;Cerrito;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Gaboto y Cerrito ;-57.5569662,-38.0323966;corregido_automatico
2156;1;2024;1;Robo/Hurto Automotor;CATE 911;55;CON;Teodoro Bronzini;Tres de 02;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Teodoro Bronzini y Tres de 02 ;-57.5784575,-37.982280;PENDIENTE_GEOCODIFICAR
2178;1;2024;1;Robo/Hurto Automotor;CATE 911;390;CON;Florencio Sanchez;Avenida Vertiz;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Florencio Sanchez y Avenida Vertiz ;-57.58015531829599,-38.02766834459603;corregido_paso1_cruce_interno
2207;1;2024;1;Robo/Hurto Automotor;CATE 911;390;CON;Jacinto Peralta Ramos;Avenida Vertiz;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Jacinto Peralta Ramos y Avenida Vertiz ;-57.581078571186055,-38.02710371780766;corregido_manual
2248;1;2024;1;Robo/Hurto Automotor;CATE 911;504;CON;Avenida Constitucion;Chubut;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Avenida Constitucion y Chubut ;-57.5495718,-37.967634;ok
2278;1;2024;1;Robo/Hurto Automotor;CPM;103;CON;Avenida Colon;Arenales;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Avenida Colon y Arenales ;-57.5431562,-38.0070263;corregido_automatico
2288;1;2024;1;Robo/Hurto Automotor;CATE 911;473;CON;Ayolas;Ciudad De San Cayetano;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Ayolas y Ciudad De San Cayetano ;-57.6086476,-37.999872;ok
2367;1;2024;1;Robo/Hurto Automotor;CATE 911;301;CON;Cerrito;Juan Bautista Azopardo;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Cerrito y Juan Bautista Azopardo ;-57.5675736,-38.041210;PENDIENTE_GEOCODIFICAR
2371;1;2024;1;Robo/Hurto Automotor;CATE 911;317;CON;Florisbelo Acosta;Eduardo Bradley;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Florisbelo Acosta y Eduardo Bradley ;-57.588342,-37.952561;ok
2389;1;2024;1;Robo/Hurto Automotor;CATE 911;123;CON;Avenida Juan B. Justo;Carlos Gardel;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Avenida Juan B. Justo y Carlos Gardel ;-57.6081559,-37.991077;PENDIENTE_GEOCODIFICAR
2411;1;2024;1;Robo/Hurto Automotor;ORIGEN DIFERIDO;664;CON;Avenida Juan B. Justo;Andres Mac Gaul;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Avenida Juan B. Justo y Andres Mac Gaul ;-57.5941266,-38.001664;PENDIENTE_GEOCODIFICAR
2427;1;2024;1;Robo/Hurto Automotor;CATE 911;349;CON;Diagonal Elpidio Gonzalez;Los Platanos;No Asiste;Mar del Plata;Buenos Aires;Argentina;Diagonal Elpidio Gonzalez y Los Platanos ;-57.5686765,-38.033311;corregido_automatico
2504;1;2024;1;Robo/Hurto Automotor;CPM;46;CON;Larrea;Avenida Independencia;Secuestro De Vehiculo;Mar del Plata;Buenos Aires;Argentina;Larrea y Avenida Independencia ;-57.5704576,-38.0179825;corregido_automatico
2547;1;2024;1;Robo/Hurto Automotor;CPM;5010;SIN;Corrientes;Avenida Colon;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Corrientes y Avenida Colon ;-57.54719,-38.00499;ok
2679;1;2024;1;Robo/Hurto Automotor;CATE 911;612;CON;Talcahuano;Gaboto;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Talcahuano y Gaboto ;-57.5675977,-38.0243808;corregido_automatico
2735;1;2024;1;Robo/Hurto Automotor;CATE 911;700;CON;Avenida Colon;Avenida Independencia;Persecucion Y Perdida;Mar del Plata;Buenos Aires;Argentina;Avenida Colon y Avenida Independencia ;-57.556234,-38.0004082;corregido_automatico
2748;1;2024;1;Robo/Hurto Automotor;CATE 911;581;CON;Avenida Independencia;Moreno;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Avenida Independencia y Moreno ;-57.5548978,-37.998769;corregido_automatico
2752;1;2024;1;Robo/Hurto Automotor;CATE 911;296;CON;Jacinto Peralta Ramos;Puan;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Jacinto Peralta Ramos y Puan ;-57.5910995,-38.035406;PENDIENTE_GEOCODIFICAR
2755;1;2024;1;Robo/Hurto Automotor;CATE 911;68;CON;Guido Tomas;Matheu Domingo;Persecucion Y Detencion;Mar del Plata;Buenos Aires;Argentina;Guido Tomas y Matheu Domingo ;-57.575201,-38.013278;ok
2833;1;2024;1;Robo/Hurto Automotor;CATE 911;327;CON;Avenida Libertad;Arturo Alio;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Avenida Libertad y Arturo Alio ;-57.590545128830506,-37.96931182319156;corregido_manual
2986;1;2024;1;Robo/Hurto Automotor;CATE 911;589;CON;Ruta 11;Scaglia Lorenzo;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Ruta 11 y Scaglia Lorenzo ;-57.5315803,-37.932353;PENDIENTE_GEOCODIFICAR
3051;1;2024;2;Robo/Hurto Automotor;CATE 911;108;CON;Viamonte;Bolivar;Detencion;Mar del Plata;Buenos Aires;Argentina;Viamonte y Bolivar ;-57.5344722,-38.0102011;corregido_automatico
3084;1;2024;2;Robo/Hurto Automotor;CATE 911;581;CON;Belgrano;Avenida Independencia;No Asiste;Mar del Plata;Buenos Aires;Argentina;Belgrano y Avenida Independencia ;-57.5542281,-37.9979591;corregido_automatico
3235;1;2024;2;Robo/Hurto Automotor;CATE 911;30;CON;Avenida Constitucion;Carlos Tejedor;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Avenida Constitucion y Carlos Tejedor ;-57.55348,-37.96554;corregido_paso1_cruce_interno
3482;1;2024;2;Robo/Hurto Automotor;CATE 911;425;CON;Rawson;Salta;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Rawson y Salta ;-57.5605458,-38.003879;corregido_automatico
3516;1;2024;2;Robo/Hurto Automotor;CATE 911;570;CON;Arenales;Alberti Manuel;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Arenales y Alberti Manuel ;-57.54580135764656,-38.01017730058101;corregido_manual
3529;1;2024;2;Robo/Hurto Automotor;CATE 911;327;CON;Arturo Alio;Avenida Libertad;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Arturo Alio y Avenida Libertad ;-57.590545128830506,-37.96931182319156;corregido_manual
3543;1;2024;2;Robo/Hurto Automotor;CATE 911;595;CON;Ortiz De Zarate;Lisandro De La Torre;No Asiste;Mar del Plata;Buenos Aires;Argentina;Ortiz De Zarate y Lisandro De La Torre ;-57.5796599,-38.021721;PENDIENTE_GEOCODIFICAR
3634;1;2024;2;Robo/Hurto Automotor;CATE 911;562;CON;Avenida Juan Hector Jara;Alvarado Rudecindo;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Avenida Juan Hector Jara y Alvarado Rudecindo ;-57.579502550242424,-37.99761105596479;corregido_manual
3712;1;2024;2;Robo/Hurto Automotor;CATE 911;469;CON;Ortiz De Zarate;Reforma Universitaria;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Ortiz De Zarate y Reforma Universitaria ;-57.5990209,-38.0084217;corregido_automatico
3721;1;2024;2;Robo/Hurto Automotor;CATE 911;437;CON;Mitre Bartolome;Venticinco de 05;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Mitre Bartolome y Venticinco de 05 ;-57.5475205,-37.996752;PENDIENTE_GEOCODIFICAR
3794;1;2024;2;Robo/Hurto Automotor;CATE 911;204;CON;Martin Miguel De Guemes;Falucho;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Martin Miguel De Guemes y Falucho ;-57.5384779,-38.0116691;corregido_automatico
3822;1;2024;2;Robo/Hurto Automotor;CATE 911;710;CON;Rodriguez Peña;Uruguay;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Rodriguez Peña y Uruguay ;-57.5841185,-37.999737;ok
3897;1;2024;2;Robo/Hurto Automotor;CATE 911;292;CON;Calabria;Marcelo T. De Alvear;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Calabria y Marcelo T. De Alvear ;-57.5766912,-38.048789;PENDIENTE_GEOCODIFICAR
3970;1;2024;2;Robo/Hurto Automotor;CATE 911;404;CON;Polonia;Juan Gutenberg;Detencion;Mar del Plata;Buenos Aires;Argentina;Polonia y Juan Gutenberg ;-57.6069329,-38.023376;PENDIENTE_GEOCODIFICAR
4024;1;2024;2;Robo/Hurto Automotor;CATE 911;379;CON;Alvarado;Bernardo De Irigoyen;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Alvarado y Bernardo De Irigoyen ;-57.5323329,-38.021462;ok
4062;1;2024;2;Robo/Hurto Automotor;CATE 911;582;CON;San Luis;San Martin;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;San Luis y San Martin ;-57.5479,-37.99895;corregido_paso1_cruce_interno
4064;1;2024;2;Robo/Hurto Automotor;CATE 911;144;CON;Avenida Juan B. Justo;Funes Gregorio;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Avenida Juan B. Justo y Funes Gregorio ;-57.57828952571849,-38.01366716474532;corregido_manual
4068;1;2024;2;Robo/Hurto Automotor;CATE 911;45;CON;Lisandro De La Torre;Magallanes;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Lisandro De La Torre y Magallanes ;-57.5767165,-38.014813;PENDIENTE_GEOCODIFICAR
4156;1;2024;2;Robo/Hurto Automotor;CATE 911;279;CON;Tomas Alva Edison;De La Plaza Fortunato;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Tomas Alva Edison y De La Plaza Fortunato ;-57.56135725210335,-38.05246748643177;corregido_manual
4170;1;2024;2;Robo/Hurto Automotor;CATE 911;613;CON;Bravo Mario;Pehuajo;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Bravo Mario y Pehuajo ;-57.6068292,-38.033686;ok
4194;1;2024;2;Robo/Hurto Automotor;CATE 911;485;CON;Avenida Colon;Malvinas;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Avenida Colon y Malvinas ;-57.5833561,-37.9866551;corregido_automatico
4239;1;2024;2;Robo/Hurto Automotor;CATE 911;46;CON;Avenida Juan Hector Jara;Almafuerte;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Avenida Juan Hector Jara y Almafuerte ;-57.585889471183194,-38.005477496496255;corregido_manual
4303;1;2024;2;Robo/Hurto Automotor;CATE 911;692;CON;Mendoza;O'higgins;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Mendoza y O'higgins ;-57.5503102,-38.031494;ok
4327;1;2024;2;Robo/Hurto Automotor;CATE 911;226;CON;Avenida Centenario;De La Plaza Fortunato;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Avenida Centenario y De La Plaza Fortunato ;-57.6138226,-38.008918;PENDIENTE_GEOCODIFICAR
4403;1;2024;2;Robo/Hurto Automotor;CATE 911;702;CON;Avenida Juan B. Justo;Avenida Independencia;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Avenida Juan B. Justo y Avenida Independencia ;-57.5712351,-38.0189348;corregido_automatico
4409;1;2024;2;Robo/Hurto Automotor;CATE 911;292;CON;Cerrito;Juan Gutenberg;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Cerrito y Juan Gutenberg ;-57.5775225,-38.0494436;corregido_automatico
4420;1;2024;2;Robo/Hurto Automotor;CATE 911;46;CON;Larrea;España;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Larrea y España ;-57.5735176,-38.0164332;corregido_automatico
4492;1;2024;2;Robo/Hurto Automotor;CATE 911;709;CON;Avenida Juan B. Justo;Americo Raul Canosa;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Avenida Juan B. Justo y Americo Raul Canosa ;-57.5827392,-38.016492;PENDIENTE_GEOCODIFICAR
4502;1;2024;2;Robo/Hurto Automotor;CATE 911;49;CON;Avenida Libertad;Francia;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Avenida Libertad y Francia ;-57.5654195,-37.9820396;corregido_automatico
4639;1;2024;2;Robo/Hurto Automotor;CATE 911;398;CON;Chile;Rodriguez Peña;Persecucion Y Detencion;Mar del Plata;Buenos Aires;Argentina;Chile y Rodriguez Peña ;-57.58611,-37.99873;ok
4745;1;2024;2;Robo/Hurto Automotor;CATE 911;304;CON;Avenida Pedro Luro;Ramon Carrillo;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Avenida Pedro Luro y Ramon Carrillo ;-57.62665,-37.95795;corregido_paso1_cruce_interno
4804;1;2024;2;Robo/Hurto Automotor;CATE 911;509;CON;Nueve de Julio;Neuquen;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Nueve de Julio y Neuquen ;-57.5650311,-37.986790;PENDIENTE_GEOCODIFICAR
4832;1;2024;2;Robo/Hurto Automotor;CATE 911;380;CON;Falucho;Viamonte;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Falucho y Viamonte ;-57.5364973,-38.012703;ok
4867;1;2024;2;Robo/Hurto Automotor;CATE 911;813;CON;Chacabuco;Jujuy;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Chacabuco y Jujuy ;-57.5491045,-37.9879773;corregido_automatico
4893;1;2024;2;Robo/Hurto Automotor;CATE 911;323;CON;Juan Gutenberg;Avenida Victorio Tetamanti;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Juan Gutenberg y Avenida Victorio Tetamanti ;-57.619925389460796,-38.01730007071087;corregido_paso1_cruce_interno
4941;1;2024;2;Robo/Hurto Automotor;CATE 911;654;CON;Avenida de los Trabajadores;Cayetano Rodriguez;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Avenida de los Trabajadores y Cayetano Rodriguez ;-57.543899,-38.077622;ok
5031;1;2024;2;Robo/Hurto Automotor;CATE 911;33;CON;Doce de Octubre;Jose Dutto Padre;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Doce de Octubre y Jose Dutto Padre ;-57.5482786,-38.041544;PENDIENTE_GEOCODIFICAR
5057;1;2024;2;Robo/Hurto Automotor;CATE 911;60;CON;Avenida Pedro Luro;Bordabehere Enzo;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Avenida Pedro Luro y Bordabehere Enzo ;-57.5863716,-37.978182;PENDIENTE_GEOCODIFICAR
5129;1;2024;2;Robo/Hurto Automotor;CATE 911;145;CON;Don Bosco;Avenida Juan B. Justo;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Don Bosco y Avenida Juan B. Justo ;-57.5852524,-38.0083519;corregido_automatico
5218;1;2024;2;Robo/Hurto Automotor;CATE 911;648;CON;Ruta 11;Toscana;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Ruta 11 y Toscana ;-57.5581061,-38.099408;ok
5283;1;2024;2;Robo/Hurto Automotor;CATE 911;291;CON;De La Plaza Fortunato;Luis Agote;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;De La Plaza Fortunato y Luis Agote ;-57.5717256,-38.044652;ok
5400;1;2024;2;Robo/Hurto Automotor;CATE 911;422;CON;San Juan;Matheu Domingo;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;San Juan y Matheu Domingo ;-57.576591,-38.008048;PENDIENTE_GEOCODIFICAR
5439;1;2024;2;Robo/Hurto Automotor;CATE 911;151;CON;Rodriguez Peña;Cordoba;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Rodriguez Peña y Cordoba ;-57.55787,-38.01304;corregido_paso1_cruce_interno
5510;1;2024;2;Robo/Hurto Automotor;CATE 911;231;CON;Arturo Alio;Garay Juan De;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Arturo Alio y Garay Juan De ;-57.60214520280784,-37.98391298226326;corregido_manual
5519;1;2024;2;Robo/Hurto Automotor;CATE 911;93;CON;Castelli Juan Jose;Alvear Carlos Maria De;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Castelli Juan Jose y Alvear Carlos Maria De ;-57.54068471861419,-38.01618528010637;corregido_manual
5579;1;2024;3;Robo/Hurto Automotor;CATE 911;570;CON;Alberti Manuel;Las Heras;Detencion;Mar del Plata;Buenos Aires;Argentina;Alberti Manuel y Las Heras ;-57.54378,-38.01125;corregido_paso1_cruce_interno
5590;1;2024;3;Robo/Hurto Automotor;CATE 911;579;CON;Sarmiento;Garay Juan De;Detencion;Mar del Plata;Buenos Aires;Argentina;Sarmiento y Garay Juan De ;-57.54403,-38.01334;corregido_paso1_cruce_interno
5591;1;2024;3;Robo/Hurto Automotor;CATE 911;585;CON;Hipolito Yrigoyen;Brown Almirante;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Hipolito Yrigoyen y Brown Almirante ;-57.55386678946146,-38.00261468927011;corregido_paso1_cruce_interno
5641;1;2024;3;Robo/Hurto Automotor;CATE 911;33;CON;Posadas;Doce de 10;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Posadas y Doce de 10 ;-57.5482786,-38.041544;PENDIENTE_GEOCODIFICAR
5689;1;2024;3;Robo/Hurto Automotor;CATE 911;405;CON;Olavarria;Azcuenaga;Secuestro De Vehiculo;Mar del Plata;Buenos Aires;Argentina;Olavarria y Azcuenaga ;-57.5530151,-38.0279255;corregido_automatico
5781;1;2024;3;Robo/Hurto Automotor;CATE 911;709;CON;Americo Raul Canosa;San Salvador;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Americo Raul Canosa y San Salvador ;-57.5827392,-38.016492;PENDIENTE_GEOCODIFICAR
5834;1;2024;3;Robo/Hurto Automotor;CATE 911;103;CON;Avenida Colon;Buenos Aires;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Avenida Colon y Buenos Aires ;-57.5648180,-37.9960748;corregido_automatico
5862;1;2024;3;Robo/Hurto Automotor;CATE 911;95;CON;Italia;Almafuerte;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Italia y Almafuerte ;-57.5818077,-38.0075916;corregido_automatico
5903;1;2024;3;Robo/Hurto Automotor;CATE 911;596;CON;Avenida Independencia;Venticinco de 05;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Avenida Independencia y Venticinco de 05 ;-57.551644,-37.994538;corregido_paso1_cruce_interno
5907;1;2024;3;Robo/Hurto Automotor;CATE 911;582;CON;San Luis;San Martin;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;San Luis y San Martin ;-57.5479,-37.99895;corregido_paso1_cruce_interno
5919;1;2024;3;Robo/Hurto Automotor;CATE 911;672;CON;Avenida Victorio Tetamanti;Silvestre Tohel;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Avenida Victorio Tetamanti y Silvestre Tohel ;-57.6331811,-38.028558;ok
5957;1;2024;3;Robo/Hurto Automotor;CATE 911;56;CON;Avenida Pedro Luro;Catamarca;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Avenida Pedro Luro y Catamarca ;-57.5512134,-37.9961032;corregido_automatico
6027;1;2024;3;Robo/Hurto Automotor;CATE 911;21;CON;Avenida Colon;Olazabal Felix De;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Avenida Colon y Olazabal Felix De ;-57.5663126,-37.995328;PENDIENTE_GEOCODIFICAR
6042;1;2024;3;Robo/Hurto Automotor;CATE 911;353;CON;General Manuel N. Savio;Jose Garibaldi;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;General Manuel N. Savio y Jose Garibaldi ;-57.569149,-38.030205;PENDIENTE_GEOCODIFICAR
6074;1;2024;3;Robo/Hurto Automotor;CATE 911;498;CON;Mansilla;Avenida Felix U. Camet;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Mansilla y Avenida Felix U. Camet ;-57.5372696,-37.953640;PENDIENTE_GEOCODIFICAR
6108;1;2024;3;Robo/Hurto Automotor;CATE 911;57;CON;Avenida Pedro Luro;Hipolito Yrigoyen;Detencion;Mar del Plata;Buenos Aires;Argentina;Avenida Pedro Luro y Hipolito Yrigoyen ;-57.5491919,-37.997121;corregido_automatico
6183;1;2024;3;Robo/Hurto Automotor;CATE 911;551;CON;Alsina;Rawson;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Alsina y Rawson ;-57.5424318,-38.013034;ok
6212;1;2024;3;Robo/Hurto Automotor;CATE 911;204;CON;Avenida Colon;Olavarria;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Avenida Colon y Olavarria ;-57.53819,-38.00955;corregido_paso1_cruce_interno
